id,dialogue,summary
e7caf04b,"Lisa: Has anyone seen my keys? I swear I left them on the counter.
Kevin: Nope, haven't seen them. Did you check your purse?
Lisa: Yep, multiple times. They're just gone!
Kevin: That's weird. Maybe they fell behind something?
Lisa: I'll look again. I'm supposed to leave in 10 minutes!
Kevin: Hang on, let me help you look.",A can't find her keys and is worried because she needs to leave soon. B offers to help her look.
d65b3604,"Mom: Hi honey! Just confirming for Saturday. Are you still coming?
Son: Yep, totally! 6pm right?
Mom: That's right! And your sister is bringing the kids too.
Son: Awesome! Do you need me to bring anything?
Mom: Nah, I think we're covered. Just bring yourself!
Son: Okay, sounds good. Can't wait!","A and B confirm plans for a Saturday get-together. B asks if they need to bring anything, and A says no."
7936c262,"Ryan: Dude, seriously, can you turn that music down?
Jake: What? Sorry, can't hear you!
Ryan: The music! It's super loud and it's like midnight.
Jake: Oh, right. My bad. Didn't realize it was that late.
Ryan: Yeah, it's pretty late. Trying to sleep.
Jake: Okay, okay. Turning it down now. Sorry about that.",A asks B to turn down their loud music because it's late and A is trying to sleep. B apologizes and complies.
e8052683,"Liam: Omg this new Pixel is amazing
Noah: is it? i was thinking of upgrading too
Liam: you totally should. the camera is insane
Noah: better than the iPhone?
Liam: way better imo. and the battery lasts forever
Noah: wow ok. what about the price tho?
Liam: yeah its kinda pricey but worth it
Noah: hmm maybe ill wait for a sale lol","A tells B how great their new phone (Pixel) is, praising the camera and battery. B is considering upgrading but is hesitant about the price."
dfadc520,"Alex: Heyy are u going to the gym later?
Ben: maybe rn im kinda tired lol
Alex: ugh same but i feel like i HAVE to go
Ben: yeah i know that feeling. what time?
Alex: thinking like 6ish?
Ben: ok yeah i can probably make that work. see u there?","Alex and Ben are discussing going to the gym later that day, agreeing to meet around 6 PM despite feeling tired."
ed4496a8,"Chloe: omg this blender i bought is broken af
David: no way really? what's wrong with it?
Chloe: it just like wont turn on?? i tried like 3 different outlets
David: that sucks. did u keep the receipt?
Chloe: yeah thank god. im gonna try and return it tmrw
David: good luck! hope they take it back easy",Chloe's new blender is faulty and won't turn on. She plans to return it the next day and hopes the process is easy.
72816435,"Emily: dude my roommate is SO loud at night
Frank: oh no what is she doing?
Emily: idk just blasting music or talking super loud on the phone at like 2am
Frank: ugh that's the worst. have u said anything?
Emily: not yet im kinda scared lol
Frank: ugh i get that. maybe try a polite note first?","Emily is complaining about her roommate being excessively loud at night, playing music and talking on the phone late. She hasn't confronted her yet due to fear but Frank suggested leaving a polite note."
b486d10b,"Grace: hey can i ask u a huge favor?
Hugo: depends... what is it?
Grace: im really short on cash rn and my rent is due. could u possibly lend me like $50?
Hugo: oh mannnn. when could u pay it back?
Grace: next friday for sure! promise!
Hugo: ok fine but only bc ur my bestie lol. dont make me regret this","Grace asks Hugo for a $50 loan because she's short on cash for rent, promising to repay him next Friday. Hugo reluctantly agrees."
37a8788b,"Ivy: im in a bit of a bind... could u help me out?
Jack: whats up?
Ivy: i totally forgot to pay my phone bill and its due tmrw. i dont have enough rn. can i borrow like $75?
Jack: hmm. i guess. but ur buying me lunch next week to pay me back?
Ivy: deal! thank u so much ur a lifesaver!!",Ivy needs to borrow $75 to pay her overdue phone bill. Jack agrees on the condition that Ivy buys him lunch the following week as repayment.
22ace2fc,"Kate: did u finish that new cyberpunk game yet?
Leo: nah not even close lol. its massive
Kate: right?? im addicted. the graphics are insane
Leo: totally. im stuck on this one boss tho. its so hard
Kate: lol which one? i might be able to help","Kate and Leo are discussing a new, large cyberpunk video game. Leo is addicted to it but is struggling with a difficult boss, and Kate offers help."
a876a50f,"Mia: im starving. what should we get for dinner?
Noah: idk man. im not feeling pizza again
Mia: ok fair. chinese?
Noah: hmm maybe. or we could do mexican?
Mia: ooh mexican sounds good! tacos?
Noah: yes! lets do that.","Mia and Noah are deciding on dinner. They agree on Mexican food, specifically tacos, after rejecting pizza and considering Chinese."
b14e6cba,"Olivia: OMG has anyone seen my dog? little fluffy white one?
Peter: wait what? when did he go missing?
Olivia: like an hour ago! i let him out back and the gate was open! 
Peter: oh nooo. i saw him running down elm street just now! heading towards the park?
Olivia: oh my god thank u!! im going to go look!","Olivia's small, fluffy white dog is missing after the backyard gate was left open. Peter saw the dog running towards the park and Olivia is going to search there."
c96cf89f,"Quinn: so my boss offered me a new role but the salary is kinda low...
Rachel: oh really? how low are we talking?
Quinn: like 10k less than i was hoping for. im not sure what to do
Rachel: ugh that's tough. did u try to negotiate?
Quinn: not yet. i wanted to get ur advice first
Rachel: definitely try to negotiate! tell them ur worth!",Quinn has been offered a new role but the proposed salary is significantly lower than expected. Rachel advises Quinn to try negotiating the salary.
cfcf05f3,"Sam: ok so its Sarah's bday next week. we should do something!
Tina: YES! surprise party??
Sam: exactly what i was thinking! where tho?
Tina: maybe at ur place? its bigger
Sam: true. ok i'll start inviting ppl. can u handle decorations?
Tina: definitely! this is gonna be awesome","Sam and Tina are planning a surprise birthday party for Sarah. They decide to host it at Sam's place, with Sam handling invitations and Tina managing decorations."
e0c64399,"Ulysses: my car just died. completely dead.
Violet: nooo! what happened?
Ulysses: i was driving and it just sputtered and then stopped. wont start now at all.
Violet: oh crap. are u stranded?
Ulysses: yeah kinda. im on the side of the highway. need to call a tow truck.
Violet: gosh be careful. let me know if u need anything",Ulysses' car has broken down completely on the side of the highway and will not start. He needs to call a tow truck and Violet is offering assistance.
63ea931a,"Willow: im feeling SO sick. my head is pounding
Xavier: oh no thats awful. what else is wrong?
Willow: just feel super weak and my throat hurts like hell
Xavier: sounds like u might have the flu. have u taken anything?
Willow: not yet. just been lying here. ugh
Xavier: def take some medicine and rest up. hope u feel better soon","Willow is feeling very sick with a pounding headache, weakness, and sore throat, suspecting she might have the flu. Xavier advises her to take medicine and rest."
21ff5418,"Yara: im bored. wanna do something tonight?
Zane: yeah me too. any ideas?
Yara: hmm maybe a movie? or we could go to that new bar downtown?
Zane: the bar sounds fun! like a date night?
Yara: yeah! totally. lets get dressed up
Zane: cool. pick u up at 8?",Yara and Zane are looking for something to do. They decide on going to a new bar downtown for a date night and agree to meet at 8 PM.
87223388,"Anna: im struggling to find a gift for my mom's birthday
Ben: oh yeah when is it?
Anna: next week! and i have NO idea what to get her this year
Ben: hmm what does she like? any hobbies?
Anna: she likes gardening but i got her stuff last year. maybe something for the house?
Ben: maybe a nice candle or a throw blanket?","Anna is having trouble finding a birthday gift for her mom, whose birthday is next week. She's considering something for the house, and Ben suggests a candle or throw blanket."
e27ef05f,"Chris: my dog Buster is missing!!!
Diane: oh my gosh no! when did u last see him?
Chris: like 30 mins ago he was in the yard but i think he dug under the fence
Diane: crap! i think i saw him sniffing around Mrs. Gable's rose bushes about 10 mins ago
Chris: OMG thank u! im heading over there now!","Chris's dog, Buster, is missing after digging under the fence. Diane believes she saw Buster near Mrs. Gable's house about ten minutes prior, and Chris is going to look there."
8465950b,"Ethan: i cant believe jen and mark broke up
Fiona: wait what?? seriously?
Ethan: yeah, heard it from sarah. apparently it was messy
Fiona: ugh that's so sad. they seemed so good together
Ethan: i know right? wonder what happened
Fiona: idk but im kinda sad for them","Ethan and Fiona are discussing the breakup of Jen and Mark. They are surprised and saddened by the news, wondering about the cause of the split."
f595fdab,"George: hey sry but i gotta cancel our movie night tmrw
Hannah: oh no why? everything ok?
George: yeah sorry! something came up last minute with my family
Hannah: ah ok, no worries. rain check?
George: definitely! ill let u know when im free
Hannah: sounds good! have fun!",George has to cancel their planned movie night for the following day due to a last-minute family matter. Hannah understands and suggests rescheduling.
62f70ad9,"Ian: did u see the new samsung phone reviews?
Julia: yeah! im thinking of upgrading
Ian: me too. the camera looks insane
Julia: right?? but the iphone 15 is supposed to be good too
Ian: true. idk which one to get lol. decisions decisions
Julia: haha tell me about it","Ian and Julia are discussing new phone releases, specifically the latest Samsung and iPhone models. They are considering upgrading but are undecided on which phone to choose due to the features of both."
5f15df46,"Kevin: did u hear about the new manager?
Liam: omg yes! apparently they fired the old one bc of budget cuts??
Kevin: wow thats crazy. i heard it was more like a personality clash tho
Liam: really? idk who to believe lol
Kevin: me neither. hope the new one is ok","Kevin and Liam are discussing workplace gossip about the new manager. They've heard conflicting rumors about why the previous manager was fired, with one suggesting budget cuts and another a personality clash."
88e0120c,"Nora: weekend trip?? we need a break
Oscar: YES. where should we go?
Nora: maybe like the mountains? or the beach?
Oscar: mountains sound nice! hiking?
Nora: perfect! lets plan it for next weekend
Oscar: deal! im so excited",Nora and Oscar are planning a weekend trip to the mountains for hiking. They decide to go next weekend and are both excited about the plan.
c71cef9f,"Sarah: hey can u do me a huge favor?
Mark: what's up?
Sarah: I need someone to pick up my dry cleaning tmrw bc im swamped
Mark: lol ok sure no prob
Sarah: ur the best!! i owe u big time
Mark: dw about it just buy me coffee later lol",Sarah asked Mark to pick up her dry cleaning because she is busy. Mark agreed and asked for coffee in return.
70159cba,"Alex: yo which phone u getting the new iphone or samsung?
Ben: idk man the new iphone looks slick
Alex: true but the samsung camera is supposed to be insane
Ben: ugh decisions decisions lol
Alex: maybe we should just wait for reviews","Alex and Ben are discussing which new phone to buy, weighing the pros and cons of the latest iPhone and Samsung models."
f02b69ba,"Chloe: date night ideas? im bored
David: hmm how about that new italian place?
Chloe: oh yeah i heard good things! we should def go
David: cool ill book a table for friday?
Chloe: perfect!!",Chloe and David are planning a date night. They decided to try a new Italian restaurant on Friday.
20f6e3a8,"Emily: Ugh this history paper is killing me
Jake: Tell me about it. I still have so much research to do
Emily: I wish I could just copy yours lol
Jake: haha if only! need help tho?
Emily: maybe later rn im just gonna stare at the wall","Emily and Jake are struggling with a history paper. Jake offers help, but Emily needs a break first."
f7279352,"Mia: Date night soon? Need to get out
Liam: Definitely! What about that new tapas place downtown?
Mia: Ooh good call! I've been wanting to try it.
Liam: Awesome, I'll make a reservation for Saturday?
Mia: Sounds perfect!",Mia and Liam are planning a date night and decided to try a new tapas restaurant on Saturday.
d1018f6b,"Olivia: So sorry I'm gonna be like 15 mins late
Noah: ugh again??
Olivia: i know i know the train is delayed rn
Noah: ok fine just hurry!",Olivia is running late for a meeting due to a train delay. Noah is frustrated but tells her to hurry.
6f71b14e,"Sophia: OMG has anyone seen my dog? Fluffy?
Leo: wait no where did u last see him?
Sophia: he slipped out the gate like an hour ago near the park
Leo: i'll keep an eye out! i'm heading to the park now","Sophia's dog, Fluffy, is missing near the park. Leo is going to help look for him."
2b350c0e,"Ethan: Just finished my workout. Feeling good!
Ava: nice! i need to get back into it. what did u do?
Ethan: Upper body today. Hit the weights hard.
Ava: lucky. i hate weights lol. maybe cardio for me
Ethan: gotta start somewhere!",Ethan finished his workout and felt good. Ava is looking to get back into fitness and is considering cardio.
b1316b42,"Liam: thinking bout a road trip next weekend
Emma: Ooh where to?
Liam: maybe the coast? just get away for a bit
Emma: sounds amazing! need a break from the city",Liam is planning a road trip to the coast for the next weekend to get away from the city.
35d2c933,"Noah: Road trip soon? I need to escape
Isabella: YES! Where are you thinking?
Noah: Maybe drive up to the mountains for a couple days?
Isabella: Love that idea! Let's plan it.",Noah wants to go on a road trip to the mountains. Isabella is enthusiastic and agrees to plan it.
cffeba00,"James: This toaster is totally dead. Smells burnt
Megan: oh no! did u just get it?
James: like 2 weeks ago. gonna have to return it
Megan: bummer. hope they give u store credit lol","James's new toaster stopped working and smells burnt. He plans to return it, and Megan hopes he gets store credit."
7b4ee71f,"Grace: Date night this week? I'm free Thursday
Ethan: I was thinking we could try that new French bistro?
Grace: Oh yes! Heard great things. Count me in.
Ethan: Perfect, I'll book it for 7pm?",Grace and Ethan are planning a date night for Thursday at a new French bistro.
16e70dff,"Sam: Did you watch the game last night??
Chris: no!! how was it?
Sam: insane comeback in the 4th quarter! i was on the edge of my seat
Chris: damnnn wish i saw it lol","Sam is excitedly recounting an incredible comeback in a sports match from the previous night to Chris, who missed it."
7170e179,"Rachel: hey! are u free for yoga wednesday morning?
Ben: hmm let me check my calendar
Ben: unfortunately i have a meeting then :(
Rachel: ah ok no worries maybe another time","Rachel asked Ben if he was available for a yoga class on Wednesday morning, but he had a prior commitment."
571bf69e,"Lily: Just finished watching that new sci-fi movie. So good!
Daniel: oh really? i was thinking about watching it
Lily: you totally should! the plot twists were wild
Daniel: nice! i'll add it to my list","Lily recommended a new sci-fi movie to Daniel, praising its plot twists. Daniel added it to his watchlist."
aa8c36ca,"Jessica: Hey! Is everyone confirmed for the family reunion next month?
Kevin: Most people! Still waiting on Aunt Carol and Uncle Joe.
Jessica: Ugh, classic. Okay, I'll follow up with them again.
Kevin: Thanks! We need a final headcount by Friday.",Jessica and Kevin are coordinating logistics for a family reunion. They are confirming RSVPs and need to follow up with two relatives.
bf62c129,"Maya: Hey sorry, I'm going to be about 20 mins late. Stuck in traffic.
Leo: Again? Seriously?
Maya: I know, I know! It's awful out there rn. I'll be there ASAP.",Maya is running late for a meeting due to heavy traffic. Leo is annoyed.
142265d7,"Sam: Need to reschedule our yoga session
Chloe: Oh no, why? Tuesday?
Sam: Yeah, something came up last minute. Are you free Thursday instead?
Chloe: Let me check... Yep, Thursday works for me!",Sam needs to reschedule a yoga session. Chloe agrees to a new time on Thursday.
6212e4cb,"Anna: So sorry but I have to cancel tonight :(
Ben: oh no! why??
Anna: feeling really under the weather rn, prob catching a bug
Ben: aww ok get some rest! feel better soon",Anna has to cancel their plans for the evening because she is feeling unwell.
9eaf8cb5,"Mark: Hey man, something came up and I won't be able to make it tonight. Super sorry.
Tom: Ah bummer! What's going on?
Mark: Family thing, unavoidable. Raincheck soon?
Tom: For sure man, no worries. Get it sorted.",Mark is canceling his plans with Tom due to an unavoidable family matter and suggests rescheduling.
1bd306a6,"Liam: hey u free rn?
Noah: yeah wyd?
Liam: need help with this stupid bookshelf lol
Noah: oh god the ikea one? i know that pain
Liam: exactly. the instructions are useless
Noah: lol send pics. maybe i can decipher it.
Liam: ok sending... ugh this piece is supposed to go where??
Noah: looks like it connects to the side panel? lemme see.
Liam: i think ur right. ok got it. thx dude!!
Noah: np anytime. those things are a nightmare.","Liam is asking Noah for help assembling an IKEA bookshelf, and Noah agrees to guide him remotely."
940ce2f4,"Chloe: omg weekend plans??
Sam: was thinking a road trip maybe?
Chloe: YESSSS where to?
Sam: idk maybe the coast? or those mountains upstate?
Chloe: mountains sounds amazing. we could hike!
Sam: totally. wanna drive up friday after work?
Chloe: perfect! i'll pack snacks. need to get away from the city rn.
Sam: same. ill book a cheap motel tmrw.
Chloe: awesome! this is gonna be epic",Chloe and Sam are planning a spontaneous weekend road trip to the mountains for hiking and a break from the city.
f21e8ff4,"Maya: hey can we practice for my job interview on thursday?
Ben: sure thing! what time works?
Maya: maybe like 7ish tonight?
Ben: sounds good. what kind of questions are they asking?
Maya: standard stuff mostly. behavioral ones mostly. 'tell me about a time when...'
Ben: ok cool. i'll try to be tough lol. ask you some curveballs too.
Maya: ugh appreciate it. i'm so nervous.
Ben: don't be! you got this. just be yourself.","Maya asked Ben to help her practice for a job interview scheduled for Thursday, and they agreed to a practice session that evening."
46b1864d,"Olivia: need date night ideas for saturday
Ethan: hmmm dinner and a movie is classic but maybe too basic?
Olivia: yeah totally. something more unique?
Ethan: ok ok what about that new escape room downtown? heard its fun.
Olivia: Ooh i like that! or we could try that paint and sip class?
Ethan: escape room first maybe? then we can grab drinks after?
Olivia: perfect combo! booked it!","Olivia and Ethan are brainstorming ideas for a date night on Saturday, eventually deciding on an escape room followed by drinks."
a41d754e,"Ava: we still on for the study sesh tmrw?
Leo: yep! wanna meet at the library around 10?
Ava: works for me. im so lost on this bio chapter lol
Leo: same. and this history reading is insane.
Ava: ok good so its not just me. wanna grab coffee after?
Leo: definitely. my brain will need the caffeine.
Ava: cool. see u then!","Ava and Leo are confirming their plans for a study session at the library tomorrow morning, agreeing to grab coffee afterward."
fdc9ee1f,"Sophia: date ideas for next friday??
Jake: hmm how about that new italian place? or maybe a concert?
Sophia: concert sounds fun! any ideas?
Jake: there's a local band playing at The Riff. should be good.
Sophia: omg yes! let's do that. can u get tickets?
Jake: will do! hope they dont sell out.
Sophia: fingers crossed!","Sophia and Jake are planning a date for Friday, deciding to go see a local band play at The Riff."
14746d36,"Mia: hey can u grab milk on ur way home?
Sam: sure. anything else?
Mia: oh yeah and some bread. and maybe some cheese?
Sam: ok milk bread cheese. got it. anything specific?
Mia: nah just the usual stuff. thanks!
Sam: no prob. see ya soon.","Mia asked Sam to pick up milk, bread, and cheese from the store on his way home."
c0ba56a4,"Alex: thinking about upgrading my phone soon
Ben: oh yeah? which one are you looking at?
Alex: the new Pixel seems pretty sweet. camera looks insane.
Ben: i heard. i'm still rocking my iPhone but tempted. the battery life on the Pixel is supposed to be way better.
Alex: that's what i heard too! plus the price point is kinda tempting.
Ben: true. you gonna trade in your old one?
Alex: probably. need to check the value.","Alex and Ben are discussing new phones, comparing the Pixel and iPhone, and considering phone upgrades."
2b56d965,"Emma: omg im so sorry im gonna be late
Daniel: again?? what happened this time?
Emma: train delay. massive one.
Daniel: ugh typical. how late are we talking?
Emma: maybe 20 mins? 30 tops?
Daniel: ok fine. we'll wait. just hurry up!
Emma: on my way now!!",Emma is running late for a meeting with Daniel due to a train delay and estimates she will be 20-30 minutes late.
383397c3,"Chris: hey can u come over later? need help assembling this tv stand
Jess: lol yeah i can help. what time?
Chris: maybe around 3pm?
Jess: works for me. bring snacks?
Chris: haha deal. prepare for frustration.
Jess: always lol. see ya then.","Chris asked Jess for help assembling a TV stand later that day, and Jess agreed to come over around 3 PM."
b2394bc5,"Sarah: checking flights for next month to paris
Mike: oh nice! any dates yet?
Sarah: trying for the 15th to the 22nd?
Mike: ok let me look... wow prices are kinda high rn.
Sarah: tell me about it. maybe we should look at budget airlines?
Mike: yeah good idea. or maybe different dates? like a tuesday or wednesday?
Sarah: worth a shot. let's compare later.",Sarah and Mike are looking for flights to Paris for the middle of next month but are finding the prices high and considering budget airlines or different dates.
48446976,"Tom: dude that couple upstairs is so loud rn
Jerry: i know right? its like 11pm! what are they even doing?
Tom: no idea but it sounds like they're bowling lol.
Jerry: seriously. i'm gonna have to say something if it doesnt stop soon.
Tom: for real. my dog is freaking out.
Jerry: maybe a passive aggressive note first? haha
Tom: nah direct approach is better. ugh hope it stops.",Tom and Jerry are complaining about their loud upstairs neighbors and considering how to address the noise.
1f710cd8,"Emily: oh no i cant find max anywhere!!
David: what?? max the dog?
Emily: yes!! i let him out like 10 mins ago and he's gone.
David: oh crap. did u check the backyard thoroughly?
Emily: yes! and the front yard. i'm freaking out.
David: ok stay calm. i'll go check down the street. u call the shelters?
Emily: good idea. i'll start calling now. please find him!","Emily has lost her dog, Max, and is asking David for help searching the neighborhood while she calls local shelters."
6b014d4a,"Ben: im starving. what should we eat?
Chloe: idk. pizza again?
Ben: nah had that yesterday. something different?
Chloe: how about chinese takeout? or we could make pasta?
Ben: pasta sounds good. u wanna cook?
Chloe: ehhh kinda lazy rn. chinese it is?
Ben: ok fine. order me my usual?","Ben and Chloe are deciding what to eat, rejecting pizza and considering Chinese takeout or pasta, eventually settling on Chinese."
f07ab8d2,"Mark: need to get jenna a birthday gift. its next week!
Lisa: oh shoot i forgot! what's she into?
Mark: she mentioned wanting that new book by elena ferrante.
Lisa: oh yeah she'd love that. is it expensive?
Mark: kinda. maybe we can chip in if you want?
Lisa: good idea! how much is it?
Mark: lemme check... ok yeah we can manage it.","Mark needs to buy a birthday gift for Jenna, who wants a specific book, and asks Lisa if she wants to chip in to buy it."
3229b5af,"Anna: oh no where is buddy??
Steve: what happened?
Anna: i cant find him anywhere. i swear he was just here.
Steve: buddy the cat? did he get outside?
Anna: i dont think so. i'm so worried.
Steve: ok lets split up and search the house room by room. check under beds and in closets.
Anna: ok ok doing it now. please be hiding somewhere.","Anna is looking for her cat, Buddy, and has asked Steve to help search the house."
571f43ba,"Kevin: my laptop is acting so weird rn
Mike: how so?
Kevin: its super slow and keeps freezing. idk what's wrong.
Mike: did u try restarting it?
Kevin: yeah like 5 times lol. didnt help.
Mike: hmm maybe it's a virus? or u need more RAM?
Kevin: ugh probably. can u take a look later maybe?
Mike: yeah i can swing by after work.",Kevin is experiencing problems with his slow and freezing laptop and has asked Mike to take a look at it after work.
a7a7fbe1,"Sam: hey are u still coming over?
Liam: omg so sorry running super late
Sam: again?? how late?
Liam: like 45 mins late. the traffic is insane.
Sam: ugh fine. we'll wait. dont get stuck lol
Liam: trying my best! see u soonish.","Liam is running very late, about 45 minutes, due to heavy traffic and has informed Sam."
38e86964,"Jess: omg can u believe it's danny's 30th next month?
Mark: no way! we gotta throw him a surprise party!
Jess: YES! perfect idea. where should we have it?
Mark: maybe my place? we can get catering.
Jess: good call. who should we invite?
Mark: let's make a list. start with his close friends and family.
Jess: ok i'll start a group chat for planning tmrw.","Jess and Mark are planning a surprise 30th birthday party for Danny, deciding to host it at Mark's place and start inviting guests soon."
889c560e,"Alice: so for the new job offer... they offered 55k
Bob: only 55k?? that's way lower than we expected.
Alice: i know right? i was thinking at least 65k.
Bob: definitely. did u tell them that?
Alice: not yet. wanted to talk to u first.
Bob: ok we need to counter. tell them 68k. make sure to highlight ur experience.
Alice: ok that sounds good. nervous tho lol
Bob: u got this. be confident!","Alice has received a job offer of 55k, which she and Bob consider too low, and they plan to counter with 68k."
37525373,"Sarah: Hey! Can you feed Whiskers tomorrow morning? I have to leave super early for work.
Mike: Yeah no problem! What time?
Sarah: Around 7am if possible. He gets really antsy if he doesn't eat on time lol.
Mike: Got it. Anything else? Water? Litter box?
Sarah: Water's fine, the litter box I did last night. Thank you SO much! You're a lifesaver.
Mike: Anytime! Don't worry about it.",Sarah asked Mike to feed her cat Whiskers at 7am because she has to leave early for work. Mike agreed and confirmed he would take care of it.
548a3730,"Chloe: OMG I'm so sorry, I'm like 15 mins late. Traffic is insane rn.
Ben: Ugh, tell me about it. Just got here myself.
Chloe: Where are you? I don't see you.
Ben: Near the entrance, by the big fountain. Wearing a blue jacket.
Chloe: Ah ok! Be there in 2 secs. So sorry again!",Chloe is running 15 minutes late to meet Ben due to heavy traffic. She is on her way to meet him by the fountain.
e4107ebd,"Liam: Hey man, is the meeting still on for 3? I might be a bit late. Had a client call run over.
Noah: Yeah, it's still on. But we can push it to 3:30 if you need?
Liam: Nah, 3 is fine, I'll just be a little tardy. Prob get there around 3:15.
Noah: Ok cool. Don't stress too much about it.","Liam is running slightly late for a 3pm meeting due to a client call, expecting to arrive around 3:15. Noah is flexible and said it's fine."
f7a8bcec,"Jess: HELP! I just bought this IKEA bookshelf and the instructions are in Swedish, I swear.
Alex: Lmao, classic. What do you need?
Jess: Just an extra pair of hands to hold this wobbly bit while I screw it in.
Alex: On my way. Gimme 10 mins. Grab me a beer while I'm there lol.
Jess: You got it! Thanks dude!",Jess needs help assembling an IKEA bookshelf and has asked Alex for assistance. Alex is coming over in 10 minutes and Jess will provide a beer.
90743b22,"Maya: OMG I finally perfected my grandma's lasagna recipe! You HAVE to try it.
Sam: Omg really?! Send it my way! I've been trying to find a good one.
Maya: Ok ok, so first you gotta make the béchamel REALLY thick...
Sam: Wait wait, write it down, my phone's about to die. Can you just text it later?
Maya: Ugh fine. Will do after dinner. Tmrw then?
Sam: Perfect, thanks!",Maya has perfected her grandma's lasagna recipe and offered to share it with Sam. She will text the recipe to Sam later as Sam's phone is dying.
b79cefa1,"Chris: Dude, road trip this weekend? Thinking of hitting the coast.
Dan: Ooh tempting. Whereabouts?
Chris: Maybe drive down to Big Sur? Camp out?
Dan: Sounds epic. What day were you thinking?
Chris: Friday after work? Get there before dark.
Dan: I'm in! Let me check my work schedule real quick.","Chris proposed a weekend road trip to Big Sur for camping, starting Friday after work. Dan is interested and checking his work schedule."
f63f62b1,"Olivia: So I'm looking at the new Pixel 8 vs the iPhone 15. Which one are you leaning towards?
Emma: Hmm, I've heard the Pixel camera is insane this year. But the iPhone ecosystem is just so smooth, y'know?
Olivia: True. But the battery life on the Pixel is supposed to be way better this gen.
Emma: Idk, I'm kinda leaning towards the iPhone for the resale value. Plus, I already have all the Apple stuff.
Olivia: Fair point. Maybe I'll wait for some more reviews.","Olivia and Emma are discussing the new Pixel 8 and iPhone 15. Olivia is considering the camera and battery life of the Pixel, while Emma is leaning towards the iPhone for its ecosystem and resale value."
a679e21f,"Kevin: Hey man, I got this new dresser and I swear it's mocking me. Can you help me build it?
Mark: Haha, I know the feeling. When do you need help?
Kevin: Anytime this afternoon works for me. I'm totally stuck on step 2.
Mark: Ok, I can swing by around 4pm. Be ready for some Allen wrench action.
Kevin: Lifesaver! Thanks man.",Kevin needs help assembling a new dresser and has asked Mark to come over around 4pm. Kevin is stuck on step 2.
f746f85b,"Priya: Hey! Are we still on for the study sesh tomorrow for the Bio exam?
Rahul: Yup! 10am at the library?
Priya: Sounds good. I'll bring snacks!
Rahul: Awesome. I'll bring the practice questions.
Priya: Perfect. See ya then!",Priya and Rahul confirmed their study session for the Bio exam tomorrow at 10am in the library. Priya will bring snacks and Rahul will bring practice questions.
31ad136c,"Sam: Ugh, trying to book flights for Christmas is a nightmare. Everything's so expensive.
Lisa: Tell me about it. What dates are you looking at?
Sam: Trying to fly out the 22nd and back the 28th. Any tips?
Lisa: Try checking budget airlines too, sometimes they have hidden deals. And be flexible with times!
Sam: Good call. I'll keep searching. Fingers crossed!","Sam is struggling to book affordable flights for Christmas, looking to travel from the 22nd to the 28th. Lisa suggested checking budget airlines and being flexible with flight times."
44271a33,"Ben: Dude, this bed frame is killing me. Can you come over and help me assemble it?
Tom: Lol, yeah I can help. When are you free?
Ben: Maybe like an hour from now? I'm completely lost.
Tom: Sure, I'll head over. Just brace yourself for instructions that make no sense.
Ben: Haha, thanks man, I owe you one.","Ben asked Tom for help assembling a bed frame, as he is lost with the instructions. Tom agreed to come over in about an hour."
497e3a7d,"Maria: Hey, are you going to the grocery store anytime soon? I need to grab a few things.
Leo: Yeah, I was planning on going this evening. What do you need?
Maria: Could you grab me some milk and eggs? I'm out of both.
Leo: Sure thing. Anything else?
Maria: Nope, that's it! Thanks, you're the best!","Maria asked Leo to pick up milk and eggs for her from the grocery store, as she is out of both. Leo is going to the store this evening."
81270a70,"Anna: Ugh, I feel so gross today. Headache and my throat is killing me.
David: Oh no, are you coming down with something?
Anna: Idk, maybe. Just wanna sleep all day.
David: Take it easy then. Let me know if you need anything, like soup or medicine.
Anna: Thanks, David. I appreciate that.",Anna is feeling unwell with a headache and sore throat and wants to sleep. David offered to help if she needs anything.
3268521f,"Jake: Did you watch that new sci-fi show, 'Cosmic Echoes'?
Mia: OMG yes! It was SO good last night. What did you think of the ending?
Jake: Mind blown! I did NOT see that twist coming.
Mia: Right?! I totally thought it was gonna be the captain.
Jake: Me too! Can't wait for season 2.","Jake and Mia discussed the latest episode of 'Cosmic Echoes', particularly the surprising ending twist. They are both excited for season 2."
037168fe,"Ravi: Yo, you free to play some Warzone later?
Sam: Maybe! Depends when I finish this project. What time?
Ravi: Was thinking like 8pm? Need to blow off some steam.
Sam: Yeah, that could work. Add me if you wanna squad up.
Ravi: Will do! Let's get some dubs tonight lol.",Ravi wants to play Warzone with Sam around 8pm later tonight. Sam might be able to join depending on his project and asked Ravi to add him.
b82faeee,"Emily: Hey, is the yoga class at 6pm still happening tonight?
Mark: Let me check the app... Yep, looks like it's still on.
Emily: Cool, thanks! I almost forgot to sign up.
Mark: No problem! See you there maybe?
Emily: For sure!",Emily confirmed with Mark that the 6pm yoga class is still scheduled for tonight. She plans to attend.
a24c9f58,"Chloe: I tried making those chocolate chip cookies from that recipe blog, and they came out like hockey pucks lol.
Ben: Oh no! What went wrong?
Chloe: I think I used too much flour? Or maybe baked them too long.
Ben: Hmm, send me the link, I'll take a look. I have a killer recipe if you want it?
Chloe: YES PLEASE! Send it over!",Chloe's attempt at making chocolate chip cookies failed. Ben offered to look at the recipe and share his own successful cookie recipe with her.
