id,dialogue,summary
e8402c29,"Olivia: hey do u have a good recipe for chicken parmesan
Ava: yeah i do
Olivia: can u send it to me
Ava: yeah ill text it to u
Olivia: thanks so much
Ava: no problem and i have a good recipe for pasta salad too
Olivia: omg yes send it to me","Olivia is asking Ava for a recipe for chicken parmesan, Ava is sharing the recipe and also offering to share another recipe for pasta salad."
0d671a2f,"Ethan: hey wanna play video games tonight
Lucas: yeah what game did u have in mind
Ethan: idk maybe fortnite
Lucas: sounds good to me
Ethan: ill be online at 8
Lucas: k ill meet u there
Ethan: dont forget to bring ur a game","Ethan and Lucas are planning to play video games together, they are deciding on the game and making plans to meet online."
b4b4d661,"Sara: hey whats the schedule for yoga class this week?
Instructor: hi sara we have classes on tues and thurs at 6pm
Sara: k cool ill try to make it to thurs
Instructor: sounds good see you unh",Sara inquired about the yoga class schedule and plans to attend Thursday's class
6c01824c,"John: hey neighbor can u please keep it down rn? im trying to study
Neighbor: whats wrong u cant handle a little noise?
John: idts its just that i have an exam tmrw and i need to focus
Neighbor: ok sorry bout that ill try to keep it down",John asked his neighbor to keep the noise down because he has an exam the next day
5e4a62c5,"TechSupport: hi how can i help u?
Customer: my comp wont turn on
TechSupport: ok can u try pressing the power button for a bit longer?
Customer: didnt work
TechSupport: k try taking out the battery and putting it back in
Customer: omg that worked thx!",A customer contacted tech support because their computer wouldn't turn on and was helped to fix the issue
bf6f4296,"Emily: hey want to go on a road trip this wknd?
Matt—I: where did u want to go?
Emily: idk maybe the beach?
—I: sounds cool ill drive
Emily: awesome pick me up at 9am?",Emily invited her friend on a spontaneous road trip to the beach for the weekend
4abe02ec,"Coder1: i dont get why this code wont compile
Coder2: whats the error msg say?
Coder1: it says cant find the library
Coder2: did u install it?
Coder1: oh yeah i forgot to do that
Coder2: lol no wonder it wont work",Two coders were trying to resolve a compilation issue with their code
8b24a058,"Gamer1: lol did u see that match?
Gamer2: yeah i was watching
Gamer1: thats so cool
Gamer2: i know right?
Gamer1: ugh i got killed by that noob
Gamer2: lol what a fail",Two friends were discussing a recent match they watched
c8efd32c,"Dev1: i'm getting a weird error msg
Dev2: whats it say?
Dev1: it says something about a null pointer
Dev2: have u tried debugging it?
Dev1: yeah but i dont know what to do
Dev2: ok send me the code and i'll take a look",Two developers were discussing how to fix an error message in their code
56eaa751,"Foodie1: hey u gotta try this new recipe!
Foodie2: whats in it?
Foodie1: its got chicken and veggies
Foodie2: mmm sounds good can u send me the recipe?
Foodie1: yeah ill send it to u",One foodie recommended a new recipe to another and offered to share it
7a37e39a,"Student1: hey we need to study for our exam
Student2: yeah i know
Student1: when were u thinking of meeting up?
Student2: how about tmrw at 2pm?
Student1: sounds good to me",Two students were planning to meet up to study for their exam
1a80c122,"Person1: hey can i ask a favor of u?
Person2: whats up?
Person1: i need help moving on sat can u help me?
Person2: yeah sure ill be there",One person asked another for help with moving on Saturday
e9e5e438,"Samantha: hey i need help assembling this furniture
Mike: whats wrong with it?
Samantha: i dont know i just cant figure it out
Mike: ok send me a pic of the instructions
Samantha: lol its like a million pages
Mike: k ill come over and help u out",Samantha needs help assembling furniture and Mike agrees to assist her.
bef1a8dd,"Emily: hey sorry but i gotta cancel tonight
Jackson: wyd?
Emily: idk just not feelin it
Jackson: lol ok no biggie
Emily: yeah sorry again
Jackson: np u owe me one tho","Emily cancels plans with Jackson, citing she's not feeling up to it."
95c444f3,"Chris: study group for exam 2
Alex: when were u thinkin?
Chris: how about tmrw?
Alex: sounds good to me
Chris: k ill send out a group msg
Alex: dont 4get to include sarah",Chris and Alex plan to have a study group for their exam and decide on a time.
3dce648b,"Ryan: u going to the gym rn?
Nick: yeah just got here
Ryan: nice im thinkin of comin
Nick: u should come! ive been goin every day this week
Ryan: lol ur insane
Nick: gotta get these gains tho",Ryan considers going to the gym after Nick tells him he's already there and working out regularly.
13362ff0,"Maya: hey can u do me a favor?
David: whats up?
Maya: can u pick up my sister from the airport?
David: when?
Maya: tonight
David: k ill do it","Maya asks David for a favor, which is to pick up her sister from the airport."
2ef06281,"Olivia: i need to return this product
Customer Service: whats wrong with it?
Olivia: its just not workin
Customer Service: ok can u send me a pic of the defect?
Olivia: k
Customer Service: ill send u a return label",Olivia contacts customer service to return a faulty product and they guide her through the process.
ef19cf45,"Ava: hey i got a defective product
Seller: sorry to hear that
Ava: yeah its really annoying
Seller: can u pls send it back and ill give u a refund?
Ava: k thanks",Ava returns a faulty product to the seller and they agree to give her a refund.
1cd77e1c,"Julian: when is yoga class?
Instructor: tmrw at 5
Julian: k ill be there
Instructor: dont 4get to bring a mat
Julian: got it",Julian checks the schedule for yoga class with the instructor and confirms his attendance.
0e8308e3,"Ethan: hey sorry but i have to cancel
Lily: aw ok whats wrong?
Ethan: just too much work
Lily: ok np maybe some other time
Ethan: yeah def",Ethan cancels plans with Lily due to having too much work.
e02ca5d3,"Noah: just got the new game
Tyler: nice which one?
Noah: the one weve been waitin for
Tyler: lol yaaas im dyin to play it
Noah: u should come over and we can play it together",Noah gets a new video game and invites Tyler over to play it together.
f78150a3,"Alex: running super late rn, sorry!
Alex: traffic is a nightmare
May: omg dont worry, we just got here
May: take your time, lol",A is running late due to traffic and apologizes to B.
415bbd1e,"Jake: hey my wifi isnt working
Sam: what did u do??
Jake: idk, i just woke up and it wasnt working
Sam: try restarting your router lol",A is having WiFi issues and B suggests restarting the router.
406c47ed,"Emily: ugh, my car wont start
Emily: i think its the battery
Mike: try jumping it
Mike: if that doesnt work, we can tow it",A's car won't start and B suggests trying to jump-start it.
f5b7b4d5,"Samantha: omg, can u pls keep it down?
Samantha: some of us are trying to sleep
Chris: sorry, didnt realize it was that loud
Chris: i'll try to be more considerate",A is asking B to be quieter because they are trying to sleep.
7ac4434a,"Ben: hey, can i ask a favor?
Ben: can u pick me up from the airport?
Laura: yeah, no problem
Laura: what time does your flight get in?","A asks B for a favor, to pick them up from the airport."
773ff2d6,"David: my computer is freezing
David: i dont know what to do
Ethan: try restarting it
Ethan: if that doesnt work, we can take it to the shop",A's computer is freezing and B suggests restarting it.
40df6532,"Rachel: have u seen the new netflix show?
Rachel: its so good!
Tom: yeah, i binged it last weekend
Tom: i know, right? the ending was insane",A and B discuss a new Netflix show and how much they enjoyed it.
ed7c6174,"Kevin: ugh, i cant assemble this furniture
Kevin: the instructions are so confusing
Daniel: lol, yea those things are a nightmare
Daniel: send me a pic and i can try to help u",A is having trouble assembling furniture and B offers to help.
a4ce4004,"Olivia: who's down for a road trip tmrw?
Olivia: we can go to the beach
Jackson: yessss, i'm so down
Jackson: what time were u thinking of leaving?",A suggests a road trip to the beach and B is interested.
a4f9c51c,"Ava: hey, when is yoga class today?
Ava: i thought it was at 5
Isabella: yeah, its at 5
Isabella: i'll meet u there, dont forget your mat",A asks B about the schedule for yoga class and they confirm the time.
4beca907,"Emily: hey guys i need a recipe for chicken parmesan
Sarah: omg i have the best one!!
Emily: tysm!! what do i need?
Sarah: breadcrumbs, eggs, cheese, tomato sauce...
Emily: got it!! how long do i bake it for?
Sarah: like 20 mins?",Emily asks for a chicken parmesan recipe and Sarah provides her with the ingredients and baking time.
9308767a,"Mark: hey fam!! when were we thinking of having the reunion?
Jen: how about next sunday?
Mark: thats perfect!! where were we thinking of having it?
Jen: mom suggested her place
Mark: awsome!! whats the plan for food?","Mark and Jen discuss the logistics of their upcoming family reunion, deciding on a date, location, and food plans."
bfedf067,"David: ugh i feel so sick rn
Rachel: aw whats wrong?
David: idk i have a fever and my throat hurts
Rachel: maybe u should go to the doctor?
David: yeah i was thinking about that
Rachel: do u need me to take u?",David is feeling unwell and Rachel offers to take him to the doctor.
7c9bd040,"James: hey can i ask u a favor?
Michael: what is it?
James: can u help me move this weekend?
Michael: yeah sure thing!! what time?
James: how about 10 am?
Michael: sounds good",James asks Michael for help moving and they arrange a time for the weekend.
00809e32,"Olivia: omg i have so much homework due tmrw
Jackson: lol same!! what do u have to do?
Olivia: math worksheet and english essay
Jackson: ugh i have a math test
Olivia: good luck!!","Olivia and Jackson discuss their upcoming homework and exams, wishing each other luck."
d9e6aa43,"Chris: guys i lost my dog!!
Laura: oh no!! whats his name?
Chris: max
Laura: dont worry we'll find him!!
Chris: i was walking him and he just ran off
Laura: lets put up some posters",Chris loses his dog Max and Laura offers to help him find it by putting up posters.
d4d4bdb9,"Kevin: ugh this weather is so annoying
Samantha: i know!! its been raining all day
Kevin: i just wanna go outside
Samantha: me too!! maybe it'll clear up later?
Kevin: hopefully",Kevin and Samantha complain about the bad weather and hope it clears up soon.
256ab87c,"Ava: hey have u seen the new iphone?
Ethan: yeah i just got it!!
Ava: how is it?
Ethan: its so good!! the camera is amazing
Ava: thats what i've heard
Ethan: u should get it!!","Ava asks Ethan about his new iPhone and he recommends it to her, praising its camera."
f7416308,"Ryan: hey guys!! i just started going to the gym
Tom: nice!! which one?
Ryan: the one downtown
Tom: i've been going there for months!!
Ryan: yeah? what's ur routine?
Tom: i do cardio and weights",Ryan starts going to the gym and Tom shares his workout routine with him.
0f77f7fe,"Sophia: omg i lost my keys!!
Julian: lol where did u last have them?
Sophia: i think i left them at home
Julian: did u check ur bag?
Sophia: yeah i already did
Julian: maybe u should retrace ur steps?",Sophia loses her keys and Julian helps her try to find them by suggesting she retrace her steps.
30103b4b,"Samantha: hey u ok?
Emily: idk not feelin too good rn
Samantha: whats wrong?
Emily: my throat is killing me
Samantha: u should go to the doctor
Emily: i dont wanna
Samantha: come on its better to be safe than sorry",Emily is feeling unwell with a sore throat and Samantha is advising her to visit a doctor.
0c781ad3,"David: hey man im dyin over here
Ryan: whats wrong?
David: i think i have the flu
Ryan: ugh thats sucks
David: i know i have a lot of work to do
Ryan: just rest and get better",David thinks he has the flu and Ryan is telling him to rest and recover.
b922355f,"Chris: hey guys study group tmrw?
Sarah: yeah whats the plan?
Chris: we can meet at the library at 2
Sarah: sounds good to me
Chris: dont forget to bring ur notes
Sarah: got it",Chris is organizing a study group meeting at the library for the next day.
9d63c067,"Amanda: hey my car broke down
Matt: thats annoying what happened?
Amanda: i dont know it just stopped working
Matt: did u check the oil?
Amanda: no i didnt
Matt: maybe thats the problem",Amanda's car has broken down and Matt is suggesting that the problem might be with the oil.
0d41c90f,"Ben: dude can u pls keep it down?
Alex: whats wrong?
Ben: i have a headache and i need to sleep
Alex: sorry i didnt realize
Ben: its ok just try to be more quiet next time",Ben is asking his roommate Alex to keep the noise down because he has a headache and needs to sleep.
6d450d5b,"Julia: OMGGGG did u see that game?
Mike: yeah it was insane
Julia: i know i cant believe they won
Mike: me neither i thought for sure they were gonna lose
Julia: lol what a comeback",Julia and Mike are reacting to a surprising sports game outcome.
5a2a44f8,"Jessica: hey fam whats the plan for the reunion?
John: we can meet at moms house at 2
Jessica: sounds good to me
John: dont forget to bring ur favorite dish
Jessica: got it",Jessica and John are discussing the logistics of their upcoming family reunion.
4999b400,"Kevin: so what do u think i should ask for?
Laura: well what do u want?
Kevin: i dont know i was thinking maybe 50k?
Laura: thats a good start but u should ask for more
Kevin: really?
Laura: yeah u never know what they might be willing to pay",Kevin is seeking advice from Laura on what salary to ask for in a job negotiation.
40543be0,"Tom: hey man u ready for the interview?
Nick: yeah i think so
Tom: just be confident and be urself
Nick: got it
Tom: and dont forget to ask questions
Nick: alright will do",Tom is giving Nick advice on how to prepare for an upcoming job interview.
89826da7,"Rachel: hey have u seen the new iphone?
Jake: yeah i just got it
Rachel: nice how is it?
Jake: its amazing the camera is so much better
Rachel: thats cool i was thinking of getting the new samsung
Jake: yeah thats a good choice too",Rachel and Jake are comparing the new iPhone and Samsung phones.
038d28e5,"Alex: hey, my car wont start rn
Ben: what's wrong with it?
Alex: idk, i think its the battery
Ben: did u try to jump start it?
Alex: yeah, didnt work
Ben: u should take it to the mechanic tmrw","Alex's car won't start and they think it's the battery, so they will take it to the mechanic tomorrow"
68890440,"Sam: hey, can i borow 20 pounds?
Emily: what's it for?
Sam: i need to buy a new phone case
Emily: lol, ok
Sam: thx, i'll pay u back ASAP
Emily: kk, no rush",Sam borrowed 20 pounds from Emily to buy a new phone case and will pay her back soon
636b1825,"Mike: wanna go on a road trip this weekend?
Sarah: where to?
Mike: how about the beach?
Sarah: sounds good to me
Mike: awesome, i'll book a hotel room
Sarah: can we leave early tmrw?",Mike and Sarah are going on a road trip to the beach this weekend
b2f94f95,"Tom: my wifi is not working
Tech Support: what's your router model?
Tom: umm, let me check
Tech Support: ok, can u try restarting it?
Tom: already did, didnt work
Tech Support: ok, i'll send someone to fix it",Tom's wifi is not working and tech support will send someone to fix it
683af217,"Ben: hey, can u help me assemble this furniture?
Chris: what's the problem?
Ben: i dont understand the instructions
Chris: lol, ok
Ben: thx, i owe u one
Chris: np, happy to help",Ben needed help assembling furniture and Chris assisted him
bea176dd,"Rachel: i have a job interview tmrw
Mom: what's the company?
Rachel: a marketing firm
Mom: that's great, u'll do fine
Rachel: thx, i'm nervous
Mom: just be yourself and u'll be ok",Rachel has a job interview tomorrow at a marketing firm and her mom is trying to calm her nerves
c39ec278,"John: what's for dinner?
Emily: i dont know, what do u want?
John: how about pizza?
Emily: sounds good to me, i'll order it online
John: can u get some drinks too?",John and Emily are ordering pizza for dinner
235f315f,"David: my computer is frozen
Tech Support: what were u doing when it happened?
David: i was watching a video
Tech Support: ok, try restarting it
David: already did, didnt work
Tech Support: ok, i'll remote in and take a look",David's computer is frozen and tech support will remote in to fix it
53151e62,"Olivia: wanna go on a road trip this weekend?
Jack: where to?
Olivia: how about the mountains?
Jack: sounds good to me
Olivia: awesome, i'll book a hotel room
Jack: can we bring our dogs?",Olivia and Jack are going on a road trip to the mountains this weekend and will bring their dogs
3b8ba37f,"Kate: hey, have u heard about the new boss?
Sam: no, what's the gossip?
Kate: apparently he's really strict
Sam: ugh, that's not what we need
Kate: i know, right?
Sam: do u think he'll fire anyone?",Kate and Sam are gossiping about the new boss and think he might be strict
7cf589cd,"Samantha: hey guys i'm starving rn
Mike: idk what to eat tho
Emily: how about pizza?
Samantha: sounds good to me
Mike: ok but where from?
Emily: how about that new place downtown?
Samantha: yeah i've been meaning to try it
Mike: cool let's order","Samantha, Mike, and Emily decide to order pizza from a new place downtown because they are all hungry."
26dd7a52,"John: hey guys study group tmrw?
Olivia: yeah i was thinking 2 pm
David: can we make it 3?
John: lol okay 3 it is
Olivia: what room were we thinking?
David: idts how about the library?
John: sounds good to me","John, Olivia, and David plan to have a study group meeting the next day at 3 pm in the library."
375df8a5,"Alex: guys i'm having trouble with my code
Ben: what's the error msg?
Alex: it says something about a syntax error
Ben: lol that's a pretty vague error
David: can you send me the code?
Alex: yeah sec
Ben: okay i see the problem now
David: yeah you just forgot a semicolon","Alex is having trouble with his code and gets help from Ben and David, who find the error to be a missing semicolon."
cf62ab14,"Sarah: hey has anyone got a good recipe for chicken parmesan?
Michael: yeah i do!
Emily: ooh send it to me too pls
Sarah: thanks michael!
Michael: no prob
Emily: btw have you guys tried that new pasta place?
Sarah: yeah it's really good","Sarah asks for a recipe for chicken parmesan and Michael shares it with her and Emily, and they also discuss a new pasta place."
7f46bcc7,"Tom: guys i think i lost my keys
Lily: lol how do you lose your keys?
Tom: idk i had them yesterday
Lily: have you checked your room?
Tom: yeah i've checked everywhere
Jack: maybe you should check the car?
Tom: good idea","Tom loses his keys and gets help from Lily and Jack to try to find them, with Jack suggesting checking the car."
50930cff,"Ryan: hey guys i need help with this furniture assembly
James: what's the problem?
Ryan: i don't understand the instructions
James: lol yeah those things are always confusing
Emily: can we see the instructions?
Ryan: yeah sec
James: okay i think i see the problem now","Ryan needs help with assembling furniture and James and Emily assist him, finding the issue with the instructions."
c116cd50,"Jessica: hey guys have you started the homework yet?
William: yeah i'm almost done
Jessica: lol i'm so behind
William: what's taking you so long?
Jessica: idk i just don't get it
Emily: do you want to study together?
Jessica: yeah that would be great","Jessica is behind on her homework and William offers to help her, with Emily suggesting they study together."
54f93220,"Daniel: guys i just beat this really hard level
Matthew: lol what level?
Daniel: the one on dark souls
Matthew: ugh that game is so hard
Emily: yeah i know what you mean
Daniel: btw has anyone played the new assassin's creed?
Matthew: yeah it's really good","Daniel beats a hard level on Dark Souls and discusses it with Matthew and Emily, and they also talk about the new Assassin's Creed game."
c47fc799,"Kevin: omg did you see that game last night?
Chris: yeah it was insane!
Kevin: lol what a comeback
Chris: i know right?
Emily: what game were you guys watching?
Kevin: the football game
Chris: yeah it was crazy","Kevin and Chris discuss a football game they watched, which had a surprising comeback, and Emily asks what game they were watching."
021705f4,"Amanda: hey guys i'm having trouble with my wifi
Brian: what's the problem?
Amanda: it just won't connect
Brian: lol have you tried turning it off and on again?
Amanda: yeah i've tried that
David: maybe you should restart your router?
Amanda: okay i'll try that","Amanda is having trouble with her wifi and gets help from Brian and David, with David suggesting restarting the router."
1a64b799,"Alex: hey can i borrow 20 quid rn? 
Sam: whats it for? 
Alex: just need it for lunch bc i forgot my wallet at home 
Sam: lol ok fine",Alex asks Sam to borrow twenty pounds for lunch because they forgot their wallet.
c4679592,"May: omg we need to plan a surprise party for john 
Emily: yessss whose in? 
May: me u and mike 
Emily: kewl whats the budget? 
May: idk like 50 quid each? 
Emily: sounds good to me",May and Emily plan a surprise party for John with a budget of fifty pounds each.
281888ca,"Sarah: ugh my neighbors are being so loud rn 
Tom: whats going on? 
Sarah: theyre blasting music and its 2am 
Tom: lol thats annoying have u talked to them? 
Sarah: not yet idts",Sarah is annoyed with her loud neighbors and hasn't talked to them about it yet.
f54ad93e,"Rachel: omg did u hear about the drama between john and emily? 
Mike: no whats going on? 
Rachel: apparently they got into a fight in the break room 
Mike: lol thats crazy",Rachel tells Mike about the drama between John and Emily at work.
ce31cee3,"Jake: which phone do u think is better the new iphone or samsung? 
Chris: idk im stuck between the two 
Jake: lol me too what do u think of the camera quality? 
Chris: i heard the samsung is better","Jake and Chris compare the new iPhone and Samsung phones, considering the camera quality."
0b97e882,"Ben: hey can u do me a favor? 
Lily: whats up? 
Ben: can u pick me up from the airport tmrw? 
Lily: kewl whats the time? 
Ben: like 5pm","Ben asks Lily for a favor, to pick him up from the airport the next day at 5pm."
b0f47c15,"David: ugh i cant believe what happened at work today 
Olivia: whats going on? 
David: our boss yelled at me in front of everyone 
Olivia: omg thats so unprofessional",David shares with Olivia about their boss yelling at them in front of everyone at work.
e20402a4,"Ethan: have u seen the new google phone? 
Ryan: yeah i just got it 
Ethan: nice hows the battery life? 
Ryan: its pretty good lasts me all day","Ethan asks Ryan about the new Google phone, specifically the battery life."
e57b3eea,"Ava: hey guys we need to coordinate our study group 
Julian: kewl when were u thinking? 
Ava: how about wednesday? 
Julian: sounds good to me what time? 
Ava: like 2pm?",Ava and Julian coordinate a study group meeting for Wednesday at 2pm.
86e7b54c,"Kate: hey do u know when the next yoga class is? 
Hannah: yeah its tomorrow at 6pm 
Kate: kewl can u come with me? 
Hannah: lol yeah sure",Kate asks Hannah about the next yoga class and if she can join her.
91b1b23a,"John: OMG did u see that match last nite??
Emily: yeah i know!! what a comeback!!
John: i was on the edge of my seat lol
Emily: me too!! i thought they were gonna lose for sure
John: so who do u think is gonna win the championship?
Emily: idk but i hope its not the patriots lol",J and E are discussing a sports match and are excited about the comeback.
9a13bbfb,"Mike: hey wanna help me plan a surprise party for sarah's bday?
Chris: yeah sure!! what's the plan?
Mike: i was thinking we could do it at my place
Chris: sounds good to me!! what's the date?
Mike: it's next sat
Chris: ok cool!! i'll make sure to be there
Mike: and pls dont tell sarah anything",M and C are planning a surprise party for Sarah's birthday.
49fff022,"Tom: ugh my car is having some trouble
David: what's wrong with it?
Tom: idk it just wont start
David: have u tried jumping it?
Tom: yeah i did but it didnt work
David: maybe u should take it to the mechanic
Tom: yeah thats what i'm gonna do
David: do u need a ride?",T is having car trouble and D is trying to help him figure out what to do.
6a61c4db,"Rachel: hey i need to return this product its faulty
Customer Service: sorry to hear that can u pls provide me with the order number?
Rachel: yeah its #1234
Customer Service: ok thank u i've processed the return
Rachel: how long will it take to get a refund?
Customer Service: it'll take about 3-5 business days",R is returning a faulty product and is discussing the return process with customer service.
83850ea7,"Alex: hey can i ask u a favor?
Ben: what's up?
Alex: i need a ride to the airport tomorrow
Ben: yeah sure thing!! what time do u need to be there?
Alex: my flight is at 10am
Ben: ok cool!! i'll pick u up at 8","A is asking B for a favor, which is a ride to the airport."
d278901e,"Sam: hey wanna go on a road trip this weekend?
Emily: yeah that sounds like so much fun!! where were u thinking of going?
Sam: idk maybe the beach?
Emily: that sounds perfect!! i'm so down
Sam: awesome!! i'll start looking for a place to stay
Emily: and we should make a playlist for the road",S and E are planning a weekend road trip to the beach.
243d5df9,"Jack: hey can i borrow some money?
Sarah: how much do u need?
Jack: just $20
Sarah: yeah sure thing!!
Jack: thanks so much i owe u one
Sarah: no worries!! just pay me back whenever",J is borrowing money from S.
31cfca63,"Michael: ugh i'm feeling so sick today
Lisa: aw sorry to hear that what's wrong?
Michael: idk i just have a really bad headache
Lisa: maybe u should go to the doctor?
Michael: yeah maybe u're right
Lisa: do u need me to take u?",M is feeling sick and L is trying to help him figure out what to do.
f3bc9112,"Kevin: hey can i borrow some cash?
Tom: how much do u need?
Kevin: just $50
Tom: yeah sure thing!! but pls pay me back soon
Kevin: will do thanks so much
Tom: no worries!! just take care of it",K is borrowing money from T.
17276882,"GamingGirl: omg have u played the new game?
NoobGamer: yeah i just started it
GamingGirl: what do u think of it so far?
NoobGamer: its really hard lol
GamingGirl: yeah i know right??
NoobGamer: do u have any tips?",GG and NG are discussing a new video game and GG is offering tips.
2101ed04,"Samantha: omg have u seen the new ep of GoT??
Alexander: yeah i just finished it
Samantha: whaaat an ending!!
Alexander: ikr??
Samantha: didnt see that coming
Alexander: me neither lol",Samantha and Alexander discuss the latest episode of Game of Thrones.
d0e2b2ae,"Jessica: hey im runnin super late
Michael: how long??
Jessica: like 20 min
Michael: ok dont rush
Jessica: cant help it bc i have a meeting
Michael: good luck",Jessica informs Michael that she is running 20 minutes late for a meeting.
2964d5eb,"Ethan: dude i need help with this bookshelf
Liam: whats wrong?
Ethan: cant figure out the instructions
Liam: lol send me a pic
Ethan: ok
Liam: got it, sounds like u need to attach the legs first",Ethan asks Liam for help with assembling a bookshelf.
92460486,"Ava: have u seen that new netflix show?
Julian: yeah its so good
Ava: i know rite??
Julian: the acting is amazing
Ava: totally, whos ur fav character?
Julian: idk yet, u?",Ava and Julian discuss a new Netflix show and its characters.
30d685fc,"Hannah: ugh im so sick rn
Benjamin: aw whats wrong?
Hannah: dont know, just feelin really weak
Benjamin: do u need me to get u anything?
Hannah: nah im good, just need to sleep",Hannah tells Benjamin that she is feeling sick and weak.
11fb17b2,"Logan: hey can i ask a favor?
Sophia: whats up?
Logan: can u drive me to the airport tmrw?
Sophia: sure thing, what time?
Logan: 8 am
Sophia: ok, got it","Logan asks Sophia for a favor, to drive him to the airport the next day."
0beaed82,"Gabriella: omg did u see the season finale of the walking dead?
Chris: yeah it was insane
Gabriella: ikr??
Chris: the plot twist tho
Gabriella: totally didnt see it coming",Gabriella and Chris discuss the season finale of The Walking Dead.
8adb632a,"Oliver: hey can i borrow some cash?
Noah: how much?
Oliver: like 20 bucks
Noah: ok, whats it for?
Oliver: just need it for lunch
Noah: alright, here u go",Oliver asks Noah to borrow $20 for lunch.
0b755666,"Mason: just got back from the gym
Emily: nice! how was it?
Mason: good, did a tough workout
Emily: thats awesome, u must be getting ripped
Mason: lol trying to",Mason tells Emily about his gym workout and his fitness goals.
cdb987a8,"Isabella: guys my cat is missing
Daniel: aw dont worry, we'll find him
Isabella: i hope so, ive been lookin everywhere
Daniel: lets put up some posters
Isabella: good idea",Isabella tells Daniel that her cat is missing and they plan to put up posters to find it.
422b5dbd,"Samantha: ugh i feel so sick rn
Emily: what's wrong?
Samantha: idk, i just have a fever and my throat hurts
Emily: that sounds awful, do u need me to pick up any meds for u?",Samantha is feeling unwell and Emily offers to help her with medication.
d664207f,"John: i'm so done with being sick
Mike: lol what's wrong now?
John: i just got over the flu and now i have a stomach bug
Mike: ugh that's rough, maybe u should go to the doctor?",John is frustrated with being sick again and Mike suggests he should visit a doctor.
f949439f,"Rachel: have u seen the new season of stranger things?
David: yeah i binge watched it over the weekend
Rachel: lol what did u think of it?
David: it was so good, i loved the new characters",Rachel and David discuss the new season of Stranger Things and David shares his positive thoughts on it.
2b29206d,"Kevin: i'm feeling really nauseous
Sarah: aw sorry to hear that, do u need me to bring u some water or something?
Kevin: yeah that would be great, thanks
Sarah: ok, i'll bring u some crackers too",Kevin is feeling nauseous and Sarah offers to help him with water and crackers.
98d73d5d,"Tom: just got back from the gym
Alex: nice, how was ur workout?
Tom: it was good, i'm trying to get back into a routine
Alex: yeah me too, we should go together tmrw",Tom and Alex discuss their gym routine and plan to work out together the next day.
c34c78f3,"Interviewer: so what are ur salary expectations?
Candidate: um, i was thinking around 60k
Interviewer: that's a bit high, we were thinking more like 50k
Candidate: ok, i can negotiate, what benefits do u offer?",A job candidate and interviewer negotiate salary and benefits for a position.
d2d2472d,"Mark: running super late, sorry
James: lol it's ok, what happened?
Mark: just got stuck in traffic, i'll be there soon
James: alright, no rush, we just got here too",Mark apologizes for being late and James reassures him it's okay.
5a6abe3b,"Ben: hey, can u pet sit for me this weekend?
Laura: yeah, what kind of pet do u have?
Ben: a cat, her name is whiskers
Laura: aw cute, i love cats, i'd be happy to take care of her","Ben asks Laura to pet sit for him and she agrees to take care of his cat, Whiskers."
2b5a3427,"Customer: i need to return this product, it's faulty
Store Clerk: sorry to hear that, can i see the receipt?
Customer: yeah, here it is
Store Clerk: ok, i can give u a full refund or exchange it for a new one",A customer returns a faulty product and the store clerk offers a refund or exchange.
8e5f25d3,"Sam: my car won't start
Emily: what's wrong with it?
Sam: idk, i think it might be the battery
Emily: u should try jumping it, do u have jumper cables?",Sam's car won't start and Emily suggests trying to jump-start it with jumper cables.
a8d78823,"Samantha: wyd rn? i'm super hungry
Alex: idk what do u want to eat
Samantha: idts lol u always say that
Alex: bc there's so many options
Samantha: true...how about pizza?
Alex: sounds good to me",They decide to eat pizza.
072f1034,"Ethan: just got the new iPhone
Liam: nice! how's it?
Ethan: it's alright i guess...camera is cool
Liam: yeah i've heard that...
Ethan: u should get one
Liam: idk...my samsung is fine",He compares his new iPhone with his friend's Samsung.
7cae639b,"Maya: omg can u pls keep it down
Noah: sorry what's wrong?
Maya: i have a headache and i need to sleep
Noah: ok sorry...i'll try to be quiet",She asks her roommate to be quieter.
dd1f3747,"Julian: hey i need help booking a flight
Sofia: where u going?
Julian: to new york
Sofia: ok when do u want to fly?
Julian: asap...how much is it?
Sofia: let me check",He asks for help booking a flight to New York.
e31a7fab,"Ava: hey i'm so sorry but i have to cancel our plans
Jackson: aw ok what's wrong?
Ava: i'm just really tired and don't feel like going out
Jackson: it's ok maybe some other time",She cancels their plans because she is tired.
dfd13232,"Oliver: hey we should start planning the family reunion
Aiden: yeah i know...when were u thinking?
Oliver: how about next month?
Aiden: sounds good to me...where should we have it?",They start planning their family reunion.
ff76eb23,"Lila: ugh i don't feel good at all
Caleb: what's wrong?
Lila: i have a fever and my throat hurts
Caleb: maybe u should go to the doctor",She is feeling unwell and he suggests she see a doctor.
586c853e,"Gabriella: omg i'm running so late
Michael: lol what's going on?
Gabriella: traffic is crazy
Michael: just hurry up i'll wait for u",She is running late due to traffic.
ff87f5f0,"Charlotte: hey can u pet sit for me this weekend?
Evelyn: yeah sure...what do i need to do?
Charlotte: just feed him and walk him twice a day
Evelyn: ok got it",She asks her to pet sit for her over the weekend.
b06af1d1,"Logan: what do u want to eat for dinner?
Bryson: idk what do u want?
Logan: i was thinking maybe chinese
Bryson: sounds good to me...or we could get tacos?
Logan: tacos sound better",They decide to eat tacos for dinner.
